Date,Origin,Price,Commodity,Location,Country,Continent,FOB_Price_Type,Currency/Unit
2025-02-19,APW,255.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-19,ASW,249.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-19,French 11.5,248.21095,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-19,German 12.5,259.71915,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-19,Black Sea Milling,246.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-18,2SRW,257.1259365,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-18,US White,250.1443105,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-18,HRW 11,272.7427315,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-18,HRW 12,280.0918115,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-18,HRS 13.5,263.30395,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-18,Argentine 12,235.3,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-18,APW,257.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-18,ASW,252.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-18,French 11.5,248.24653750000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-18,German 12.5,259.7563875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-18,Black Sea Milling,246.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-15,2SRW,257.2178,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-15,US White,248.39890400000002,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-15,HRW 11,266.8634675,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-15,HRW 12,274.2125475,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-15,HRS 13.5,260.548075,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-15,Argentine 12,234,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-15,APW,258.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-15,ASW,252.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-15,French 11.5,252.01023750000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-15,German 12.5,259.8773625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-15,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-14,2SRW,249.0419485,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-14,US White,240.2230525,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-14,HRW 11,258.4120255,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-14,HRW 12,265.7611055,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-14,HRS 13.5,254.39328749999999,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-14,Argentine 12,234,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-14,APW,263.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-14,ASW,255.286,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-14,French 11.5,252.14237500000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-14,German 12.5,260.01362500000005,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-14,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-13,2SRW,247.7558595,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-13,US White,238.9369635,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-13,HRW 11,255.931711,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-13,HRW 12,263.280791,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-13,HRS 13.5,253.6583875,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-13,Argentine 12,231.2,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-13,APW,266.4448,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-13,ASW,251.4448,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-13,French 11.5,249.89430000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-13,German 12.5,257.45895,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-13,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-12,2SRW,248.766358,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-12,US White,239.947462,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-12,HRW 11,256.3910285,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-12,HRW 12,263.7401085,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-12,HRS 13.5,254.9444625,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-12,Argentine 12,231.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-12,APW,266.61144,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-12,ASW,251.61144000000002,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-12,French 11.5,252.65560000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-12,German 12.5,259.40000000000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-12,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-11,2SRW,246.010453,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-11,US White,240.866097,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-11,HRW 11,256.0235745,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-11,HRW 12,263.3726545,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-11,HRS 13.5,266.611,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-11,Argentine 12,234.1,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-11,APW,263.08254999999997,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-11,ASW,248.08254999999997,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-11,French 11.5,251.8339625,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-11,German 12.5,257.50473750000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-11,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-08,2SRW,250.8792185,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-08,US White,243.5301385,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-08,HRW 11,260.6167495,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-08,HRW 12,267.9658295,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-08,HRS 13.5,261.43523749999997,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-08,Argentine 12,234.1,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-08,APW,266.8584,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-08,ASW,251.85840000000002,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-08,French 11.5,246.95385,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-08,German 12.5,251.59875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-08,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-07,2SRW,249.0419485,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-07,US White,243.8975925,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-07,HRW 11,259.973705,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-07,HRW 12,267.322785,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-07,HRS 13.5,267.897075,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-07,Argentine 12,236.1,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-07,APW,267.5006,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-07,ASW,252.50060000000002,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-07,French 11.5,247.80149999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-07,German 12.5,252.47699999999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-07,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-06,2SRW,243.3464115,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-06,US White,238.2020555,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-06,HRW 11,257.8608445,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-06,HRW 12,265.2099245,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-06,HRS 13.5,267.897075,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-06,Argentine 12,231.6,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-06,APW,263.67095,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-06,ASW,248.67095,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-06,French 11.5,244.649175,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-06,German 12.5,249.324,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-06,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-05,2SRW,245.091818,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-05,US White,239.947462,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-05,HRW 11,258.9632065,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-05,HRW 12,266.3122865,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-05,HRS 13.5,269.0912875,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-05,Argentine 12,234.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-05,APW,264.7854,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-05,ASW,249.78539999999998,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-05,French 11.5,249.34345000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-05,German 12.5,254.02840000000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-05,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-04,2SRW,241.3254145,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-04,US White,236.1810585,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-04,HRW 11,255.65612050000001,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-04,HRW 12,263.0052005,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-04,HRS 13.5,267.162175,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-04,Argentine 12,232.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-04,APW,259.1116,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-04,ASW,244.1116,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-04,French 11.5,246.92285,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-04,German 12.5,250.538875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-04,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-02-01,2SRW,238.661373,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-01,US White,234.986833,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-02-01,HRW 11,256.9422095,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-01,HRW 12,264.2912895,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-02-01,HRS 13.5,266.79472499999997,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-02-01,Argentine 12,227.6,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-02-01,APW,259.78970000000004,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-01,ASW,244.78970000000004,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-02-01,French 11.5,244.19807500000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-02-01,German 12.5,251.9422,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-02-01,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-31,2SRW,241.233551,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-31,US White,239.396281,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-31,HRW 11,262.0865655,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-31,HRW 12,269.4356455,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-31,HRS 13.5,268.5401125,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-31,Argentine 12,230,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-31,APW,261.0806,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-31,ASW,246.0806,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-31,French 11.5,248.5839,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-31,German 12.5,256.38465,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-31,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-30,2SRW,239.763735,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-30,US White,237.926465,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-30,HRW 11,259.1469335,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-30,HRW 12,266.4960135,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-30,HRS 13.5,266.1516875,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-30,Argentine 12,229.2,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-30,APW,261.21299999999997,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-30,ASW,246.21299999999997,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-30,French 11.5,247.22655,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-30,German 12.5,255.050175,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-30,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-30,2SRW,239.763735,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-30,US White,237.926465,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-30,HRW 11,259.1469335,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-30,HRW 12,266.4960135,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-30,HRS 13.5,266.1516875,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-30,Argentine 12,227.2,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-30,APW,258.16319999999996,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-30,ASW,243.16319999999996,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-30,French 11.5,247.09619999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-30,German 12.5,254.9157,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-30,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-29,2SRW,233.4251535,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-29,US White,231.5878835,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-29,HRW 11,252.073444,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-29,HRW 12,259.422524,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-29,HRS 13.5,260.2724875,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-29,Argentine 12,227.2,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-29,APW,258.00598,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-29,ASW,243.00598000000002,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-29,French 11.5,243.575525,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-29,German 12.5,251.39915,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-29,Black Sea Milling,237.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-28,2SRW,229.842477,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-28,US White,228.005207,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-28,HRW 11,249.2256755,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-28,HRW 12,256.5747555,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-28,HRS 13.5,255.8630875,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-28,Argentine 12,225,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-28,APW,258.2225,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-28,ASW,243.22250000000003,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-28,French 11.5,239.27968750000005,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-28,German 12.5,247.10781250000005,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-28,Black Sea Milling,237.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-25,2SRW,234.803106,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-25,US White,227.454026,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-25,HRW 11,249.684993,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-25,HRW 12,257.034073,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-25,HRS 13.5,-,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-25,Argentine 12,233,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-25,APW,260.66999999999996,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-25,ASW,245.66999999999996,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-25,French 11.5,240.245005,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-25,German 12.5,249.067,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-25,Black Sea Milling,233.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-24,2SRW,238.477646,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-24,US White,231.128566,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-24,HRW 11,253.8188505,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-24,HRW 12,261.1679305,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-24,HRS 13.5,-,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-24,Argentine 12,229.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-24,APW,263.26300000000003,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-24,ASW,248.26300000000003,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-24,French 11.5,244.75108500000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-24,German 12.5,253.57518750000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-24,Black Sea Milling,233.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-23,2SRW,238.477646,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-23,US White,231.128566,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-23,HRW 11,255.2886665,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-23,HRW 12,262.6377465,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-23,HRS 13.5,-,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-23,Argentine 12,228,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-23,APW,261.481,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-23,ASW,246.481,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-23,French 11.5,243.0879775,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-23,German 12.5,251.8615,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-23,Black Sea Milling,233.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-22,2SRW,240.2230525,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-22,US White,232.8739725,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-22,HRW 11,255.564257,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-22,HRW 12,262.913337,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-22,HRS 13.5,-,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-22,Argentine 12,227.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-22,APW,262.3715,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-22,ASW,247.37150000000003,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-22,French 11.5,244.81159100000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-22,German 12.5,253.6002875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-22,Black Sea Milling,233.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-21,2SRW,232.8739725,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-21,US White,229.1994325,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-21,HRW 11,245.642999,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-21,HRW 12,252.992079,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-21,HRS 13.5,-,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-21,Argentine 12,225.7,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-21,APW,259.75405,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-21,ASW,244.75405,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-21,French 11.5,238.59409349999999,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-21,German 12.5,247.33642500000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-21,Black Sea Milling,233.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-18,2SRW,232.8739725,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-18,US White,229.1994325,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-18,HRW 11,245.642999,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-18,HRW 12,252.992079,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-18,HRS 13.5,-,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-18,Argentine 12,225.7,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-18,APW,259.78690000000006,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-18,ASW,244.78690000000006,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-18,French 11.5,238.59409349999999,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-18,German 12.5,247.33642500000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-18,Black Sea Milling,233.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-18,2SRW,234.7112425,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-18,US White,229.1994325,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-18,HRW 11,247.480269,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-18,HRW 12,254.829349,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-18,HRS 13.5,-,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-18,Argentine 12,223.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-18,APW,259.27,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-18,ASW,244.26999999999998,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-18,French 11.5,236.964732,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-18,German 12.5,245.63793750000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-18,Black Sea Milling,235.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-17,2SRW,234.251925,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-17,US White,228.740115,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-17,HRW 11,247.3884055,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-17,HRW 12,254.7374855,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-17,HRS 13.5,-,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-17,Argentine 12,223,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-17,APW,259.897,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-17,ASW,244.897,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-17,French 11.5,236.709627,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-17,German 12.5,245.40180000000004,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-17,Black Sea Milling,235.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-16,2SRW,237.742738,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-16,US White,232.230928,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-16,HRW 11,250.787355,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-16,HRW 12,258.136435,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-16,HRS 13.5,-,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-16,Argentine 12,225,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-16,APW,259.765,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-16,ASW,244.765,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-16,French 11.5,238.728236,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-16,German 12.5,247.40945000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-16,Black Sea Milling,235.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-15,2SRW,237.4671475,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-15,US White,231.9553375,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-15,HRW 11,251.9815805,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-15,HRW 12,259.3306605,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-15,HRS 13.5,-,Wheat,Lakes,USA,North America,Flat,US$/Mt
2025-01-15,Argentine 12,225,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2025-01-15,APW,259.765,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-15,ASW,244.765,Wheat,WA,Australia,Australia,Flat,US$/Mt
2025-01-15,French 11.5,238.728236,Wheat,Rouen,France,Europe,Flat,US$/Mt
2025-01-15,German 12.5,247.40945000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2025-01-15,Black Sea Milling,235.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2025-01-14,2SRW,237.00783,Wheat,Gulf,USA,North America,Flat,US$/Mt
2025-01-14,US White,231.49602000000002,Wheat,PNW,USA,North America,Flat,US$/Mt
2025-01-14,HRW 11,252.073444,Wheat,Gulf,USA,North America,Flat,US$/Mt
